input1,input2,output
8857,8220,9047
8220,9047,7964
9047,7964,7683
7964,7683,5301
7683,5301,5670
5301,5670,6743
5670,6743,6341
6743,6341,3321
6341,3321,1688
3321,1688,2091
1688,2091,4596
2091,4596,12101
4596,12101,10926
12101,10926,7381
10926,7381,8376
7381,8376,11463
8376,11463,10032
11463,10032,8365
10032,8365,8298
8365,8298,11597
8298,11597,11228
11597,11228,9875
11228,9875,11541
9875,11541,11653
11541,11653,10199
11653,10199,10781
10199,10781,10613
10781,10613,7191
10613,7191,5536
7191,5536,5278
5536,5278,5882
5278,5882,6207
5882,6207,4272
6207,4272,4328
4272,4328,3411
4328,3411,3411
3411,3411,2348
3411,2348,3701
2348,3701,4194
3701,4194,4372
4194,4372,4574
4372,4574,3265
4574,3265,1465
3265,1465,3008
1465,3008,458
3008,458,0
458,0,11
0,11,4070
11,4070,3925
4070,3925,3109
3925,3109,2124
3109,2124,1822
2124,1822,1274
1822,1274,1151
1274,1151,648
1151,648,682
648,682,369
682,369,279
369,279,346
279,346,726
346,726,849
726,849,89
849,89,78
89,78,279
78,279,201
279,201,89
201,89,0
89,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,31
0,31,7
31,7,0
7,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,592
0,592,659
592,659,693
659,693,1174
693,1174,1263
1174,1263,917
1263,917,1431
917,1431,0
1431,0,0
0,0,0
0,0,0
0,0,0
0,0,369
0,369,2013
369,2013,2091
2013,2091,0
2091,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1811
0,1811,469
1811,469,961
469,961,44
961,44,0
44,0,0
0,0,0
0,0,0
0,0,1185
0,1185,391
1185,391,290
391,290,11
290,11,257
11,257,0
257,0,0
0,0,0
0,0,0
0,0,33
0,33,2080
33,2080,2831
2080,2831,2169
2831,2169,2818
2169,2818,2169
2818,2169,2527
2169,2527,2974
2527,2974,3086
2974,3086,2438
3086,2438,3713
2438,3713,3847
3713,3847,3265
3847,3265,2919
3265,2919,2438
2919,2438,4529
2438,4529,2516
4529,2516,3612
2516,3612,4618
3612,4618,3981
4618,3981,2952
3981,2952,3713
2952,3713,3511
3713,3511,2907
3511,2907,2494
2907,2494,2885
2494,2885,2818
2885,2818,3377
2818,3377,2661
3377,2661,1968
2661,1968,4115
1968,4115,2706
4115,2706,3232
2706,3232,4663
3232,4663,2315
4663,2315,2281
2315,2281,3757
2281,3757,1532
3757,1532,2516
1532,2516,1576
2516,1576,3836
1576,3836,3355
3836,3355,3142
3355,3142,4093
3142,4093,3623
4093,3623,3299
3623,3299,4339
3299,4339,3209
4339,3209,1934
3209,1934,2784
1934,2784,4853
2784,4853,760
4853,760,2482
760,2482,3288
2482,3288,1856
3288,1856,2706
1856,2706,0
2706,0,1129
0,1129,2225
1129,2225,2851
2225,2851,1442
2851,1442,0
1442,0,0
0,0,872
0,872,581
872,581,570
581,570,346
570,346,391
346,391,771
391,771,234
771,234,436
234,436,1498
436,1498,4395
1498,4395,7168
4395,7168,7236
7168,7236,3757
7236,3757,3534
3757,3534,9987
3534,9987,6934
9987,6934,11452
6934,11452,3936
11452,3936,10770
3936,10770,9293
10770,9293,13487
9293,13487,13409
13487,13409,14684
13409,14684,14013
14684,14013,9662
14013,9662,3513
9662,3513,6063
3513,6063,6465
6063,6465,6196
6465,6196,10256
6196,10256,10837
10256,10837,9629
10837,9629,9607
9629,9607,5793
9607,5793,8264
5793,8264,8600
8264,8600,7672
8600,7672,9964
7672,9964,11687
9964,11687,11966
11687,11966,11161
11966,11161,5222
11161,5222,8030
5222,8030,4194
8030,4194,11888
4194,11888,6710
11888,6710,10993
6710,10993,11922
10993,11922,15892
11922,15892,13308
15892,13308,16339
13308,16339,12280
